StockCode,CurrentStock,ForecastDemand,ReorderQuantity
23274,1183,25120.237709322257,23937.237709322257
23275,3749,25120.237709322257,21371.237709322257
23280,2024,25120.237709322257,23096.237709322257
23281,1280,25120.237709322257,23840.237709322257
23282,812,25120.237709322257,24308.237709322257
23283,1011,25120.237709322257,24109.237709322257
23284,5504,25120.237709322257,19616.237709322257
23285,4807,25120.237709322257,20313.237709322257
23286,5048,25120.237709322257,20072.237709322257
23287,1891,25120.237709322257,23229.237709322257
23288,4625,25120.237709322257,20495.237709322257
23289,1622,25120.237709322257,23498.237709322257
23290,2437,25120.237709322257,22683.237709322257
23291,1635,25120.237709322257,23485.237709322257
23292,2182,25120.237709322257,22938.237709322257
23293,8486,25120.237709322257,16634.237709322257
23294,4420,25120.237709322257,20700.237709322257
23295,6140,25120.237709322257,18980.237709322257
23296,4981,25120.237709322257,20139.237709322257
23297,4303,25120.237709322257,20817.237709322257
23298,8644,25120.237709322257,16476.237709322257
23299,1015,25120.237709322257,24105.237709322257
23300,6827,25120.237709322257,18293.237709322257
23301,8825,25120.237709322257,16295.237709322257
23302,1544,25120.237709322257,23576.237709322257
23303,65,25120.237709322257,25055.237709322257
23304,71,25120.237709322257,25049.237709322257
23305,82,25120.237709322257,25038.237709322257
23306,3538,25120.237709322257,21582.237709322257
23307,12063,25120.237709322257,13057.237709322257
23308,6151,25120.237709322257,18969.237709322257
23309,8332,25120.237709322257,16788.237709322257
23310,12050,25120.237709322257,13070.237709322257
23311,2390,25120.237709322257,22730.237709322257
23312,1424,25120.237709322257,23696.237709322257
23313,2997,25120.237709322257,22123.237709322257
23314,409,25120.237709322257,24711.237709322257
23315,213,25120.237709322257,24907.237709322257
23316,251,25120.237709322257,24869.237709322257
23317,174,25120.237709322257,24946.237709322257
23318,3811,25120.237709322257,21309.237709322257
23319,3739,25120.237709322257,21381.237709322257
23320,2668,25120.237709322257,22452.237709322257
23321,4737,25120.237709322257,20383.237709322257
23322,3085,25120.237709322257,22035.237709322257
23323,1473,25120.237709322257,23647.237709322257
23324,399,25120.237709322257,24721.237709322257
23325,462,25120.237709322257,24658.237709322257
23326,3443,25120.237709322257,21677.237709322257
23327,1734,25120.237709322257,23386.237709322257
23328,2845,25120.237709322257,22275.237709322257
23329,1778,25120.237709322257,23342.237709322257
23330,1804,25120.237709322257,23316.237709322257
23331,1596,25120.237709322257,23524.237709322257
23332,2076,25120.237709322257,23044.237709322257
23333,2110,25120.237709322257,23010.237709322257
23334,2271,25120.237709322257,22849.237709322257
23335,378,25120.237709322257,24742.237709322257
23336,226,25120.237709322257,24894.237709322257
23337,180,25120.237709322257,24940.237709322257
23338,431,25120.237709322257,24689.237709322257
23339,175,25120.237709322257,24945.237709322257
23340,2512,25120.237709322257,22608.237709322257
23341,308,25120.237709322257,24812.237709322257
23342,375,25120.237709322257,24745.237709322257
23343,9981,25120.237709322257,15139.237709322257
23344,10306,25120.237709322257,14814.237709322257
23345,2455,25120.237709322257,22665.237709322257
23346,2632,25120.237709322257,22488.237709322257
23347,860,25120.237709322257,24260.237709322257
23348,1549,25120.237709322257,23571.237709322257
23349,3231,25120.237709322257,21889.237709322257
23350,2721,25120.237709322257,22399.237709322257
23351,3539,25120.237709322257,21581.237709322257
23352,1803,25120.237709322257,23317.237709322257
23353,4016,25120.237709322257,21104.237709322257
23354,3743,25120.237709322257,21377.237709322257
23355,5841,25120.237709322257,19279.237709322257
23356,2386,25120.237709322257,22734.237709322257
23357,453,25120.237709322257,24667.237709322257
23358,595,25120.237709322257,24525.237709322257
23359,993,25120.237709322257,24127.237709322257
23360,1187,25120.237709322257,23933.237709322257
23365,1859,25120.237709322257,23261.237709322257
23366,2253,25120.237709322257,22867.237709322257
23367,3285,25120.237709322257,21835.237709322257
23368,2382,25120.237709322257,22738.237709322257
23369,1105,25120.237709322257,24015.237709322257
23370,1555,25120.237709322257,23565.237709322257
23371,1712,25120.237709322257,23408.237709322257
23372,1391,25120.237709322257,23729.237709322257
23373,1608,25120.237709322257,23512.237709322257
23374,2456,25120.237709322257,22664.237709322257
23375,1352,25120.237709322257,23768.237709322257
23376,3051,25120.237709322257,22069.237709322257
23377,1354,25120.237709322257,23766.237709322257
23378,4003,25120.237709322257,21117.237709322257
23379,1220,25120.237709322257,23900.237709322257
23380,2344,25120.237709322257,22776.237709322257
23381,1509,25120.237709322257,23611.237709322257
23382,1875,25120.237709322257,23245.237709322257
23388,825,25120.237709322257,24295.237709322257
23389,1122,25120.237709322257,23998.237709322257
23390,751,25120.237709322257,24369.237709322257
23391,390,25120.237709322257,24730.237709322257
23392,667,25120.237709322257,24453.237709322257
23393,807,25120.237709322257,24313.237709322257
23394,438,25120.237709322257,24682.237709322257
23395,761,25120.237709322257,24359.237709322257
23396,662,25120.237709322257,24458.237709322257
23397,489,25120.237709322257,24631.237709322257
23398,610,25120.237709322257,24510.237709322257
23399,1922,25120.237709322257,23198.237709322257
23400,462,25120.237709322257,24658.237709322257
23401,459,25120.237709322257,24661.237709322257
23402,297,25120.237709322257,24823.237709322257
23403,626,25120.237709322257,24494.237709322257
23404,1052,25120.237709322257,24068.237709322257
23405,254,25120.237709322257,24866.237709322257
23406,472,25120.237709322257,24648.237709322257
23407,269,25120.237709322257,24851.237709322257
23408,310,25120.237709322257,24810.237709322257
23409,215,25120.237709322257,24905.237709322257
23410,36,25120.237709322257,25084.237709322257
23411,227,25120.237709322257,24893.237709322257
23412,362,25120.237709322257,24758.237709322257
23413,177,25120.237709322257,24943.237709322257
23414,141,25120.237709322257,24979.237709322257
23415,328,25120.237709322257,24792.237709322257
23416,132,25120.237709322257,24988.237709322257
23417,146,25120.237709322257,24974.237709322257
23418,558,25120.237709322257,24562.237709322257
23419,474,25120.237709322257,24646.237709322257
23420,165,25120.237709322257,24955.237709322257
23421,162,25120.237709322257,24958.237709322257
23422,213,25120.237709322257,24907.237709322257
23423,219,25120.237709322257,24901.237709322257
23424,466,25120.237709322257,24654.237709322257
23425,275,25120.237709322257,24845.237709322257
23426,1277,25120.237709322257,23843.237709322257
23427,238,25120.237709322257,24882.237709322257
23428,77,25120.237709322257,25043.237709322257
23429,47,25120.237709322257,25073.237709322257
23430,36,25120.237709322257,25084.237709322257
23431,1454,25120.237709322257,23666.237709322257
23432,1278,25120.237709322257,23842.237709322257
23433,1258,25120.237709322257,23862.237709322257
23434,2105,25120.237709322257,23015.237709322257
23435,827,25120.237709322257,24293.237709322257
23436,1979,25120.237709322257,23141.237709322257
23437,1939,25120.237709322257,23181.237709322257
23438,1823,25120.237709322257,23297.237709322257
23439,4027,25120.237709322257,21093.237709322257
23440,164,25120.237709322257,24956.237709322257
23441,22,25120.237709322257,25098.237709322257
23442,42,25120.237709322257,25078.237709322257
23444,279,25120.237709322257,24841.237709322257
23445,2688,25120.237709322257,22432.237709322257
23446,157,25120.237709322257,24963.237709322257
23447,158,25120.237709322257,24962.237709322257
23448,25,25120.237709322257,25095.237709322257
23449,12,25120.237709322257,25108.237709322257
23451,278,25120.237709322257,24842.237709322257
23452,518,25120.237709322257,24602.237709322257
23453,324,25120.237709322257,24796.237709322257
23454,179,25120.237709322257,24941.237709322257
23455,207,25120.237709322257,24913.237709322257
23456,158,25120.237709322257,24962.237709322257
23457,113,25120.237709322257,25007.237709322257
23458,51,25120.237709322257,25069.237709322257
23459,33,25120.237709322257,25087.237709322257
23460,108,25120.237709322257,25012.237709322257
23461,857,25120.237709322257,24263.237709322257
23462,80,25120.237709322257,25040.237709322257
23463,13,25120.237709322257,25107.237709322257
23464,18,25120.237709322257,25102.237709322257
23465,29,25120.237709322257,25091.237709322257
23466,55,25120.237709322257,25065.237709322257
23467,32,25120.237709322257,25088.237709322257
23468,19,25120.237709322257,25101.237709322257
23469,332,25120.237709322257,24788.237709322257
23470,232,25120.237709322257,24888.237709322257
23471,66,25120.237709322257,25054.237709322257
23472,59,25120.237709322257,25061.237709322257
23473,679,25120.237709322257,24441.237709322257
23474,312,25120.237709322257,24808.237709322257
23475,286,25120.237709322257,24834.237709322257
23476,205,25120.237709322257,24915.237709322257
23477,92,25120.237709322257,25028.237709322257
23478,285,25120.237709322257,24835.237709322257
23479,114,25120.237709322257,25006.237709322257
23480,1801,25120.237709322257,23319.237709322257
23481,228,25120.237709322257,24892.237709322257
23482,418,25120.237709322257,24702.237709322257
23483,1340,25120.237709322257,23780.237709322257
23484,185,25120.237709322257,24935.237709322257
23485,262,25120.237709322257,24858.237709322257
23486,275,25120.237709322257,24845.237709322257
23487,80,25120.237709322257,25040.237709322257
23489,913,25120.237709322257,24207.237709322257
23490,548,25120.237709322257,24572.237709322257
23491,228,25120.237709322257,24892.237709322257
23492,76,25120.237709322257,25044.237709322257
23493,3970,25120.237709322257,21150.237709322257
23494,813,25120.237709322257,24307.237709322257
23495,225,25120.237709322257,24895.237709322257
23496,112,25120.237709322257,25008.237709322257
23497,2561,25120.237709322257,22559.237709322257
23498,1644,25120.237709322257,23476.237709322257
23499,1315,25120.237709322257,23805.237709322257
23500,1631,25120.237709322257,23489.237709322257
23501,1823,25120.237709322257,23297.237709322257
23502,714,25120.237709322257,24406.237709322257
23503,3646,25120.237709322257,21474.237709322257
23504,1934,25120.237709322257,23186.237709322257
23505,1207,25120.237709322257,23913.237709322257
23506,2747,25120.237709322257,22373.237709322257
23507,2884,25120.237709322257,22236.237709322257
23508,2631,25120.237709322257,22489.237709322257
23509,1065,25120.237709322257,24055.237709322257
23510,2522,25120.237709322257,22598.237709322257
23511,573,25120.237709322257,24547.237709322257
23512,501,25120.237709322257,24619.237709322257
23513,566,25120.237709322257,24554.237709322257
23514,478,25120.237709322257,24642.237709322257
23515,579,25120.237709322257,24541.237709322257
23516,297,25120.237709322257,24823.237709322257
23517,334,25120.237709322257,24786.237709322257
23518,362,25120.237709322257,24758.237709322257
23519,224,25120.237709322257,24896.237709322257
23520,168,25120.237709322257,24952.237709322257
23521,413,25120.237709322257,24707.237709322257
23522,354,25120.237709322257,24766.237709322257
23523,360,25120.237709322257,24760.237709322257
23524,481,25120.237709322257,24639.237709322257
23525,583,25120.237709322257,24537.237709322257
23526,1012,25120.237709322257,24108.237709322257
23527,421,25120.237709322257,24699.237709322257
23528,479,25120.237709322257,24641.237709322257
23529,637,25120.237709322257,24483.237709322257
23530,1062,25120.237709322257,24058.237709322257
23531,979,25120.237709322257,24141.237709322257
23532,210,25120.237709322257,24910.237709322257
23533,215,25120.237709322257,24905.237709322257
23534,1388,25120.237709322257,23732.237709322257
23535,1329,25120.237709322257,23791.237709322257
23536,626,25120.237709322257,24494.237709322257
23537,111,25120.237709322257,25009.237709322257
23538,332,25120.237709322257,24788.237709322257
23539,247,25120.237709322257,24873.237709322257
23540,150,25120.237709322257,24970.237709322257
23541,892,25120.237709322257,24228.237709322257
23542,506,25120.237709322257,24614.237709322257
23543,1237,25120.237709322257,23883.237709322257
23544,164,25120.237709322257,24956.237709322257
23545,2480,25120.237709322257,22640.237709322257
23546,3275,25120.237709322257,21845.237709322257
23547,1575,25120.237709322257,23545.237709322257
23548,1075,25120.237709322257,24045.237709322257
23549,1305,25120.237709322257,23815.237709322257
23550,1855,25120.237709322257,23265.237709322257
23551,1843,25120.237709322257,23277.237709322257
23552,1864,25120.237709322257,23256.237709322257
23553,569,25120.237709322257,24551.237709322257
23554,424,25120.237709322257,24696.237709322257
23555,424,25120.237709322257,24696.237709322257
23556,439,25120.237709322257,24681.237709322257
23557,350,25120.237709322257,24770.237709322257
23558,418,25120.237709322257,24702.237709322257
23559,652,25120.237709322257,24468.237709322257
23560,173,25120.237709322257,24947.237709322257
23561,170,25120.237709322257,24950.237709322257
23562,253,25120.237709322257,24867.237709322257
23564,644,25120.237709322257,24476.237709322257
23565,410,25120.237709322257,24710.237709322257
23566,883,25120.237709322257,24237.237709322257
23567,211,25120.237709322257,24909.237709322257
23568,630,25120.237709322257,24490.237709322257
23569,961,25120.237709322257,24159.237709322257
23570,2782,25120.237709322257,22338.237709322257
23571,2859,25120.237709322257,22261.237709322257
23574,114,25120.237709322257,25006.237709322257
23575,179,25120.237709322257,24941.237709322257
23576,198,25120.237709322257,24922.237709322257
23578,60,25120.237709322257,25060.237709322257
23579,179,25120.237709322257,24941.237709322257
23580,117,25120.237709322257,25003.237709322257
23581,5035,25120.237709322257,20085.237709322257
23582,4815,25120.237709322257,20305.237709322257
23583,3395,25120.237709322257,21725.237709322257
23595,5,25120.237709322257,25115.237709322257
23597,251,25120.237709322257,24869.237709322257
23598,428,25120.237709322257,24692.237709322257
23601,8,25120.237709322257,25112.237709322257
23602,1,25120.237709322257,25119.237709322257
23603,20,25120.237709322257,25100.237709322257
23604,4,25120.237709322257,25116.237709322257
23605,4,25120.237709322257,25116.237709322257
23607,8,25120.237709322257,25112.237709322257
23608,4,25120.237709322257,25116.237709322257
23609,1,25120.237709322257,25119.237709322257
23610,3,25120.237709322257,25117.237709322257
23611,40,25120.237709322257,25080.237709322257
23612,5,25120.237709322257,25115.237709322257
23613,11,25120.237709322257,25109.237709322257
23614,26,25120.237709322257,25094.237709322257
23615,4,25120.237709322257,25116.237709322257
23616,8,25120.237709322257,25112.237709322257
23617,2,25120.237709322257,25118.237709322257
23619,4,25120.237709322257,25116.237709322257
23620,10,25120.237709322257,25110.237709322257
23621,6,25120.237709322257,25114.237709322257
23623,8,25120.237709322257,25112.237709322257
23624,4,25120.237709322257,25116.237709322257
23625,9,25120.237709322257,25111.237709322257
23626,43,25120.237709322257,25077.237709322257
23627,7,25120.237709322257,25113.237709322257
23628,1,25120.237709322257,25119.237709322257
23629,24,25120.237709322257,25096.237709322257
23630,2,25120.237709322257,25118.237709322257
23632,15,25120.237709322257,25105.237709322257
23633,3,25120.237709322257,25117.237709322257
23634,5,25120.237709322257,25115.237709322257
23635,3,25120.237709322257,25117.237709322257
23636,9,25120.237709322257,25111.237709322257
23637,11,25120.237709322257,25109.237709322257
23638,2,25120.237709322257,25118.237709322257
23639,4,25120.237709322257,25116.237709322257
23640,9,25120.237709322257,25111.237709322257
23643,1,25120.237709322257,25119.237709322257
23644,5,25120.237709322257,25115.237709322257
23645,9,25120.237709322257,25111.237709322257
23646,8,25120.237709322257,25112.237709322257
23649,2,25120.237709322257,25118.237709322257
23650,4,25120.237709322257,25116.237709322257
23652,2,25120.237709322257,25118.237709322257
23654,5,25120.237709322257,25115.237709322257
23660,306,25120.237709322257,24814.237709322257
23661,219,25120.237709322257,24901.237709322257
23664,1,25120.237709322257,25119.237709322257
23681,1577,25120.237709322257,23543.237709322257
23691,1175,25120.237709322257,23945.237709322257
23692,50,25120.237709322257,25070.237709322257
23694,376,25120.237709322257,24744.237709322257
23695,765,25120.237709322257,24355.237709322257
23697,456,25120.237709322257,24664.237709322257
23702,104,25120.237709322257,25016.237709322257
23843,80995,25120.237709322257,0.0
30086C,1,25120.237709322257,25119.237709322257
35001B,30,25120.237709322257,25090.237709322257
35001G,760,25120.237709322257,24360.237709322257
35001P,5,25120.237709322257,25115.237709322257
35001W,973,25120.237709322257,24147.237709322257
35004B,1500,25120.237709322257,23620.237709322257
35004C,3284,25120.237709322257,21836.237709322257
35004G,363,25120.237709322257,24757.237709322257
35004P,127,25120.237709322257,24993.237709322257
35004S,145,25120.237709322257,24975.237709322257
35004c,27,25120.237709322257,25093.237709322257
35004p,1,25120.237709322257,25119.237709322257
35004s,1,25120.237709322257,25119.237709322257
35015,2072,25120.237709322257,23048.237709322257
35051B,32,25120.237709322257,25088.237709322257
35071,50,25120.237709322257,25070.237709322257
35085E,39,25120.237709322257,25081.237709322257
35095A,1813,25120.237709322257,23307.237709322257
35095B,1964,25120.237709322257,23156.237709322257
35096A,831,25120.237709322257,24289.237709322257
35096B,295,25120.237709322257,24825.237709322257
35160,2182,25120.237709322257,22938.237709322257
35233,12,25120.237709322257,25108.237709322257
35240,98,25120.237709322257,25022.237709322257
35241,312,25120.237709322257,24808.237709322257
35265,22,25120.237709322257,25098.237709322257
35271S,542,25120.237709322257,24578.237709322257
35400,1485,25120.237709322257,23635.237709322257
35443,16,25120.237709322257,25104.237709322257
35471A,421,25120.237709322257,24699.237709322257
35471D,2278,25120.237709322257,22842.237709322257
35537,13,25120.237709322257,25107.237709322257
35591T,20,25120.237709322257,25100.237709322257
35592T,4,25120.237709322257,25116.237709322257
35594,171,25120.237709322257,24949.237709322257
35596,59,25120.237709322257,25061.237709322257
35597A,11,25120.237709322257,25109.237709322257
35597B,79,25120.237709322257,25041.237709322257
35597D,117,25120.237709322257,25003.237709322257
35598A,18,25120.237709322257,25102.237709322257
35598B,961,25120.237709322257,24159.237709322257
35598C,7,25120.237709322257,25113.237709322257
35598D,1764,25120.237709322257,23356.237709322257
35599B,276,25120.237709322257,24844.237709322257
35599D,409,25120.237709322257,24711.237709322257
35600A,1,25120.237709322257,25119.237709322257
35600D,141,25120.237709322257,24979.237709322257
35603B,92,25120.237709322257,25028.237709322257
35603C,83,25120.237709322257,25037.237709322257
35607A,557,25120.237709322257,24563.237709322257
35607B,312,25120.237709322257,24808.237709322257
35609A,447,25120.237709322257,24673.237709322257
35610A,144,25120.237709322257,24976.237709322257
35610B,179,25120.237709322257,24941.237709322257
35610C,94,25120.237709322257,25026.237709322257
35611B,62,25120.237709322257,25058.237709322257
35633B,267,25120.237709322257,24853.237709322257
35637A,552,25120.237709322257,24568.237709322257
35637C,100,25120.237709322257,25020.237709322257
35638A,39,25120.237709322257,25081.237709322257
35638B,118,25120.237709322257,25002.237709322257
35644,25,25120.237709322257,25095.237709322257
35645,82,25120.237709322257,25038.237709322257
35646,647,25120.237709322257,24473.237709322257
35647,563,25120.237709322257,24557.237709322257
35648,1057,25120.237709322257,24063.237709322257
35649,1826,25120.237709322257,23294.237709322257
35650,3,25120.237709322257,25117.237709322257
35651,460,25120.237709322257,24660.237709322257
35652,18,25120.237709322257,25102.237709322257
35653,353,25120.237709322257,24767.237709322257
35654,12,25120.237709322257,25108.237709322257
35751A,152,25120.237709322257,24968.237709322257
35751C,43,25120.237709322257,25077.237709322257
35751D,28,25120.237709322257,25092.237709322257
35793,108,25120.237709322257,25012.237709322257
35809A,1139,25120.237709322257,23981.237709322257
35809B,121,25120.237709322257,24999.237709322257
35809a,11,25120.237709322257,25109.237709322257
35810A,1206,25120.237709322257,23914.237709322257
35810B,338,25120.237709322257,24782.237709322257
35811A,439,25120.237709322257,24681.237709322257
35815B,95,25120.237709322257,25025.237709322257
35815P,208,25120.237709322257,24912.237709322257
35816B,139,25120.237709322257,24981.237709322257
35816P,297,25120.237709322257,24823.237709322257
35817B,143,25120.237709322257,24977.237709322257
35817P,420,25120.237709322257,24700.237709322257
35818B,408,25120.237709322257,24712.237709322257
35818C,1,25120.237709322257,25119.237709322257
35818P,563,25120.237709322257,24557.237709322257
35819B,482,25120.237709322257,24638.237709322257
35819P,203,25120.237709322257,24917.237709322257
35821B,150,25120.237709322257,24970.237709322257
35821P,4,25120.237709322257,25116.237709322257
35822B,250,25120.237709322257,24870.237709322257
35822P,114,25120.237709322257,25006.237709322257
35823P,2,25120.237709322257,25118.237709322257
35824B,528,25120.237709322257,24592.237709322257
35824C,235,25120.237709322257,24885.237709322257
35824P,324,25120.237709322257,24796.237709322257
35832,1740,25120.237709322257,23380.237709322257
35833G,164,25120.237709322257,24956.237709322257
35833P,215,25120.237709322257,24905.237709322257
35837,2,25120.237709322257,25118.237709322257
35838A,258,25120.237709322257,24862.237709322257
35838B,167,25120.237709322257,24953.237709322257
35840,45,25120.237709322257,25075.237709322257
35909A,20,25120.237709322257,25100.237709322257
35909B,16,25120.237709322257,25104.237709322257
35910A,53,25120.237709322257,25067.237709322257
35910B,29,25120.237709322257,25091.237709322257
35911A,409,25120.237709322257,24711.237709322257
35911B,159,25120.237709322257,24961.237709322257
35912B,290,25120.237709322257,24830.237709322257
35913B,104,25120.237709322257,25016.237709322257
35914,260,25120.237709322257,24860.237709322257
35915A,288,25120.237709322257,24832.237709322257
35915B,565,25120.237709322257,24555.237709322257
35915C,692,25120.237709322257,24428.237709322257
35916A,135,25120.237709322257,24985.237709322257
35916B,133,25120.237709322257,24987.237709322257
35916C,159,25120.237709322257,24961.237709322257
35918B,10,25120.237709322257,25110.237709322257
35920,1070,25120.237709322257,24050.237709322257
35921,183,25120.237709322257,24937.237709322257
35922,97,25120.237709322257,25023.237709322257
35923,1546,25120.237709322257,23574.237709322257
35924,2171,25120.237709322257,22949.237709322257
35930,1,25120.237709322257,25119.237709322257
35931,156,25120.237709322257,24964.237709322257
35932,41,25120.237709322257,25079.237709322257
35933,329,25120.237709322257,24791.237709322257
35936,36,25120.237709322257,25084.237709322257
35937,188,25120.237709322257,24932.237709322257
35945,2,25120.237709322257,25118.237709322257
35950,1,25120.237709322257,25119.237709322257
35951,1466,25120.237709322257,23654.237709322257
35953,3930,25120.237709322257,21190.237709322257
35954,2411,25120.237709322257,22709.237709322257
35955,135,25120.237709322257,24985.237709322257
35957,3822,25120.237709322257,21298.237709322257
35958,1167,25120.237709322257,23953.237709322257
35961,11563,25120.237709322257,13557.237709322257
35962,604,25120.237709322257,24516.237709322257
35963,104,25120.237709322257,25016.237709322257
35964,1192,25120.237709322257,23928.237709322257
35965,740,25120.237709322257,24380.237709322257
35966,270,25120.237709322257,24850.237709322257
35967,966,25120.237709322257,24154.237709322257
35968,857,25120.237709322257,24263.237709322257
35969,525,25120.237709322257,24595.237709322257
35970,8586,25120.237709322257,16534.237709322257
35971,2003,25120.237709322257,23117.237709322257
35972,440,25120.237709322257,24680.237709322257
35973,51,25120.237709322257,25069.237709322257
35974,1,25120.237709322257,25119.237709322257
35975B,6,25120.237709322257,25114.237709322257
35976B,1,25120.237709322257,25119.237709322257
35977B,7,25120.237709322257,25113.237709322257
35978,48,25120.237709322257,25072.237709322257
35979,94,25120.237709322257,25026.237709322257
35980A,9,25120.237709322257,25111.237709322257
35980B,4,25120.237709322257,25116.237709322257
35980C,784,25120.237709322257,24336.237709322257
35981C,712,25120.237709322257,24408.237709322257
35990,2,25120.237709322257,25118.237709322257
35991,448,25120.237709322257,24672.237709322257
35994,4,25120.237709322257,25116.237709322257
35995,5,25120.237709322257,25115.237709322257
35999,29,25120.237709322257,25091.237709322257
37112,10,25120.237709322257,25110.237709322257
37326,5,25120.237709322257,25115.237709322257
37327,1752,25120.237709322257,23368.237709322257
37330,517,25120.237709322257,24603.237709322257
37333,153,25120.237709322257,24967.237709322257
37340,13680,25120.237709322257,11440.237709322257
37342,1630,25120.237709322257,23490.237709322257
37343,1129,25120.237709322257,23991.237709322257
37345,321,25120.237709322257,24799.237709322257
37348,14,25120.237709322257,25106.237709322257
37351,5404,25120.237709322257,19716.237709322257
37352,4648,25120.237709322257,20472.237709322257
37370,7522,25120.237709322257,17598.237709322257
37379A,41,25120.237709322257,25079.237709322257
37379B,1122,25120.237709322257,23998.237709322257
37399,143,25120.237709322257,24977.237709322257
37408,5,25120.237709322257,25115.237709322257
37409,8,25120.237709322257,25112.237709322257
37410,25743,25120.237709322257,0.0
37413,6271,25120.237709322257,18849.237709322257
37422,443,25120.237709322257,24677.237709322257
37423,6168,25120.237709322257,18952.237709322257
37424,5251,25120.237709322257,19869.237709322257
37432,6,25120.237709322257,25114.237709322257
37438,2,25120.237709322257,25118.237709322257
37441,784,25120.237709322257,24336.237709322257
37444A,2722,25120.237709322257,22398.237709322257
37444B,2038,25120.237709322257,23082.237709322257
37444C,1681,25120.237709322257,23439.237709322257
37446,4074,25120.237709322257,21046.237709322257
37447,2934,25120.237709322257,22186.237709322257
37448,4641,25120.237709322257,20479.237709322257
37449,2425,25120.237709322257,22695.237709322257
37450,2475,25120.237709322257,22645.237709322257
37451,5,25120.237709322257,25115.237709322257
37461,895,25120.237709322257,24225.237709322257
37462B,199,25120.237709322257,24921.237709322257
37462E,225,25120.237709322257,24895.237709322257
37464,317,25120.237709322257,24803.237709322257
37467,426,25120.237709322257,24694.237709322257
37468,134,25120.237709322257,24986.237709322257
37471,1405,25120.237709322257,23715.237709322257
37474,67,25120.237709322257,25053.237709322257
37475,117,25120.237709322257,25003.237709322257
37476,212,25120.237709322257,24908.237709322257
37477B,16,25120.237709322257,25104.237709322257
37477C,26,25120.237709322257,25094.237709322257
37479B,1732,25120.237709322257,23388.237709322257
37479P,184,25120.237709322257,24936.237709322257
37481,18,25120.237709322257,25102.237709322257
37482B,1251,25120.237709322257,23869.237709322257
37482P,680,25120.237709322257,24440.237709322257
37482b,1,25120.237709322257,25119.237709322257
37482p,2,25120.237709322257,25118.237709322257
37483,288,25120.237709322257,24832.237709322257
37484,2,25120.237709322257,25118.237709322257
37485,126,25120.237709322257,24994.237709322257
37487B,68,25120.237709322257,25052.237709322257
37488A,41,25120.237709322257,25079.237709322257
37489A,50,25120.237709322257,25070.237709322257
37489B,39,25120.237709322257,25081.237709322257
37489C,29,25120.237709322257,25091.237709322257
37489D,47,25120.237709322257,25073.237709322257
37491A,30,25120.237709322257,25090.237709322257
37491B,14,25120.237709322257,25106.237709322257
37491C,78,25120.237709322257,25042.237709322257
37491D,26,25120.237709322257,25094.237709322257
37492A,108,25120.237709322257,25012.237709322257
37492B,489,25120.237709322257,24631.237709322257
37492C,266,25120.237709322257,24854.237709322257
37492D,361,25120.237709322257,24759.237709322257
37494A,238,25120.237709322257,24882.237709322257
37494a,4,25120.237709322257,25116.237709322257
37495,1581,25120.237709322257,23539.237709322257
37500,887,25120.237709322257,24233.237709322257
37501,818,25120.237709322257,24302.237709322257
37502,1217,25120.237709322257,23903.237709322257
37503,2469,25120.237709322257,22651.237709322257
37506,34,25120.237709322257,25086.237709322257
37508,92,25120.237709322257,25028.237709322257
37509,76,25120.237709322257,25044.237709322257
40001,2492,25120.237709322257,22628.237709322257
40002,78,25120.237709322257,25042.237709322257
40003,1151,25120.237709322257,23969.237709322257
40005B,35,25120.237709322257,25085.237709322257
40016,15694,25120.237709322257,9426.237709322257
40018E,415,25120.237709322257,24705.237709322257
40018F,1093,25120.237709322257,24027.237709322257
40046A,375,25120.237709322257,24745.237709322257
40046C,10,25120.237709322257,25110.237709322257
44089A,40,25120.237709322257,25080.237709322257
44089C,68,25120.237709322257,25052.237709322257
44091A,43,25120.237709322257,25077.237709322257
44091C,133,25120.237709322257,24987.237709322257
44092B,15,25120.237709322257,25105.237709322257
44092C,25,25120.237709322257,25095.237709322257
44217M,73,25120.237709322257,25047.237709322257
44228,144,25120.237709322257,24976.237709322257
44230,347,25120.237709322257,24773.237709322257
44234,1246,25120.237709322257,23874.237709322257
44235,824,25120.237709322257,24296.237709322257
44236,64,25120.237709322257,25056.237709322257
44241C,70,25120.237709322257,25050.237709322257
44242A,14,25120.237709322257,25106.237709322257
44242B,109,25120.237709322257,25011.237709322257
44242C,160,25120.237709322257,24960.237709322257
44265,11,25120.237709322257,25109.237709322257
45008C,83,25120.237709322257,25037.237709322257
45013,48,25120.237709322257,25072.237709322257
45014,1,25120.237709322257,25119.237709322257
45016,101,25120.237709322257,25019.237709322257
46000M,4225,25120.237709322257,20895.237709322257
46000P,240,25120.237709322257,24880.237709322257
46000R,309,25120.237709322257,24811.237709322257
46000S,5276,25120.237709322257,19844.237709322257
46000U,281,25120.237709322257,24839.237709322257
46037A,6,25120.237709322257,25114.237709322257
46115B,580,25120.237709322257,24540.237709322257
46118,374,25120.237709322257,24746.237709322257
46126A,317,25120.237709322257,24803.237709322257
46137D,45,25120.237709322257,25075.237709322257
46138B,71,25120.237709322257,25049.237709322257
46138D,1,25120.237709322257,25119.237709322257
46307,110,25120.237709322257,25010.237709322257
46775A,84,25120.237709322257,25036.237709322257
46775B,5,25120.237709322257,25115.237709322257
46775D,160,25120.237709322257,24960.237709322257
46775E,104,25120.237709322257,25016.237709322257
46776A,408,25120.237709322257,24712.237709322257
